Customer ID,Recency,Frequency,Monetary,Cluster,Segment,predicted_purchases_12m,CLV_12m
12500,23,19,5955.21,1,Loyal Customers,8.130427512257787,2642.2646019334443
12501,337,1,2169.39,0,Lost / Inactive,0.0,0.0
12502,96,5,3723.87,1,Loyal Customers,4.251366695729658,3200.304023077055
12503,584,1,1126.0,0,Lost / Inactive,0.35805615473046876,0.0
12504,18,4,779.05,1,Loyal Customers,1.956456420537527,415.61261945405477
12505,409,1,955.2,0,Lost / Inactive,0.0,0.0
12506,233,1,73.5,0,Lost / Inactive,0.0,0.0
12507,134,4,1844.06,1,Loyal Customers,1.950034558025527,836.0588803175403
12508,26,2,398.27,1,Loyal Customers,5.413190049234513,770.9779585384721
12509,284,1,176.5,0,Lost / Inactive,0.0,0.0
12510,143,9,5178.02,1,Loyal Customers,3.3567994191358674,2160.149318442246
12511,429,1,3084.02,0,Lost / Inactive,0.0,0.0
12512,66,2,138.03,0,Lost / Inactive,0.0,0.0
12513,113,1,612.29,1,Loyal Customers,0.0,0.0
12514,267,2,1597.76,1,Loyal Customers,0.7202664668689189,825.8514389100363
12515,353,1,383.7,0,Lost / Inactive,0.0,0.0
12516,78,4,2648.62,1,Loyal Customers,1.9318522848926103,1242.4524498012916
12517,28,5,2502.84,1,Loyal Customers,4.98216006609443,2840.7397921507845
12518,1,5,2056.89,1,Loyal Customers,9.349556318583952,3928.893695988352
12519,64,2,726.54,1,Loyal Customers,1.0014755846543548,387.37162110717344
12520,79,5,2634.26,1,Loyal Customers,4.726156903139073,1888.0178268365246
12521,143,1,599.68,1,Loyal Customers,0.0,0.0
12522,39,2,192.72,1,Loyal Customers,4.320005100349473,519.3228902036682
12523,19,23,4372.15,1,Loyal Customers,10.261215953984657,1871.360747743445
12524,9,17,11126.11,1,Loyal Customers,7.692672514848468,5076.055781032377
12525,498,3,973.73,0,Lost / Inactive,0.7796143286067411,162.5285741728791
12526,1,3,1316.66,1,Loyal Customers,5.745655166229499,2333.1085489774405
12527,82,5,735.51,1,Loyal Customers,2.7564603223759594,291.752508722092
12528,9,6,1933.48,1,Loyal Customers,5.33014068211462,1476.280445139566
12529,528,1,316.48,0,Lost / Inactive,0.0,0.0
12530,60,9,3759.26,1,Loyal Customers,4.37111285024717,1760.7673967208195
12531,15,2,1933.2,1,Loyal Customers,0.7342588057422478,106.24997201228632
12532,30,1,349.83000000000004,1,Loyal Customers,0.0,0.0
12533,628,2,1367.89,0,Lost / Inactive,0.37671702565698406,186.76958667391887
12534,131,1,1089.18,1,Loyal Customers,0.0,0.0
12535,92,2,716.35,1,Loyal Customers,2.006941287566075,785.6893233869639
12536,43,3,12601.830000000002,1,Loyal Customers,4.031147458482612,37705.413140844634
12537,409,1,732.94,0,Lost / Inactive,0.0,0.0
12538,29,2,640.45,1,Loyal Customers,1.2293942621611824,507.46841354491363
12539,22,7,11214.75,1,Loyal Customers,2.5883574672684144,3013.3033197565487
12540,20,33,22254.49,1,Loyal Customers,13.892170706799853,9415.965881610942
12541,30,3,981.18,1,Loyal Customers,2.6558278916277867,906.1632306870487
12542,484,2,481.88,0,Lost / Inactive,0.5504106735485256,74.62463950193651
12543,448,1,980.25,0,Lost / Inactive,0.0,0.0
12544,36,1,372.7,1,Loyal Customers,0.0,0.0
12545,75,2,1000.39,1,Loyal Customers,1.6233476044580157,685.2848918942483
12546,47,2,1161.5,1,Loyal Customers,3.5575381252864946,1618.4837169114976
12547,198,3,383.58,0,Lost / Inactive,1.5490504191165302,166.18743360536124
12548,166,1,95.2,0,Lost / Inactive,0.0,0.0
12549,576,6,1575.68,0,Lost / Inactive,0.21067056521339356,52.04343582943385
12550,79,1,964.83,1,Loyal Customers,0.0,0.0
12551,358,1,168.0,0,Lost / Inactive,0.0,0.0
12552,39,2,437.82,1,Loyal Customers,4.756037187641945,660.8960832765827
12553,8,12,4608.75,1,Loyal Customers,8.573134720119931,2986.5595298683047
12554,449,1,468.5,0,Lost / Inactive,0.0,0.0
12555,682,1,129.23,0,Lost / Inactive,0.31182126620486444,0.0
12556,50,2,603.71,1,Loyal Customers,2.418619637539123,799.9850303226232
12557,16,8,18716.14,1,Loyal Customers,3.4917372101565856,7938.717378144282
12558,8,1,269.96,1,Loyal Customers,0.0,0.0
12559,311,2,561.71,0,Lost / Inactive,0.685566781706459,61.03155261844249
12560,5,3,2134.01,1,Loyal Customers,4.399956816621737,1887.6994041748374
12561,303,1,238.85,0,Lost / Inactive,0.0,0.0
12562,8,9,4966.92,1,Loyal Customers,6.201484086934215,3333.5571148376425
12563,409,1,249.24,0,Lost / Inactive,0.0,0.0
12564,261,1,456.9,0,Lost / Inactive,0.0,0.0
12565,289,1,145.92000000000002,0,Lost / Inactive,0.0,0.0
12566,86,1,351.65,1,Loyal Customers,0.0,0.0
12567,23,15,13709.86,1,Loyal Customers,6.724637896384774,6400.798593635914
12568,645,1,70.0,0,Lost / Inactive,0.328251868045874,0.0
12569,2,32,4124.6900000000005,1,Loyal Customers,29.051443618746866,4094.2125652661603
12570,682,1,77.52,0,Lost / Inactive,0.31182126620486444,0.0
12571,40,2,519.61,1,Loyal Customers,2.81537009757839,869.4545550155888
12572,9,2,1020.42,1,Loyal Customers,4.594635116920118,2536.3781929387646
12573,227,5,717.41,1,Loyal Customers,2.6850071099833026,369.760257714432
12574,316,1,218.45,0,Lost / Inactive,0.0,0.0
12575,457,2,622.82,0,Lost / Inactive,0.5223313734426306,166.95245445484758
12576,36,8,2142.7200000000003,1,Loyal Customers,4.626114260100925,1111.4177223429726
12577,35,8,1653.75,1,Loyal Customers,2.0686328858109864,724.2222294222812
12578,21,4,4642.45,1,Loyal Customers,2.5369096867416596,3021.202967933895
12579,78,1,440.42,1,Loyal Customers,0.0,0.0
12580,247,2,1052.9,1,Loyal Customers,0.7906766645278313,372.26501481807395
12581,40,1,197.71,1,Loyal Customers,0.0,0.0
12582,239,4,1980.4,1,Loyal Customers,1.8696684059637116,702.655273039837
12583,3,27,14447.44,1,Loyal Customers,12.080834694790148,5901.7829589738185
12584,4,9,2338.15,1,Loyal Customers,8.960789723372026,1990.9489440763964
12585,234,2,2040.1,1,Loyal Customers,1.0866397060430697,952.8279923956986
12586,17,4,2062.67,1,Loyal Customers,1.64410758101146,885.5884522754815
12587,8,1,144.0,1,Loyal Customers,0.0,0.0
12588,39,4,958.78,1,Loyal Customers,1.3974386828285468,449.1162221907289
12589,29,8,4695.66,1,Loyal Customers,2.197710167019823,2118.530856718732
12590,211,2,9864.26,1,Loyal Customers,0.0,0.0
12591,317,3,1352.15,0,Lost / Inactive,1.2820067573280034,427.7525186430297
12592,92,5,2582.66,1,Loyal Customers,1.5643913799793039,350.199941066167
12593,109,3,418.1,1,Loyal Customers,3.026204271438932,285.28300216886663
12594,38,15,5090.110000000001,1,Loyal Customers,6.8980638843660005,2458.700052840445
12595,505,1,299.02,0,Lost / Inactive,0.0,0.0
12596,51,2,618.27,1,Loyal Customers,1.7355673310427793,686.0547225465403
12597,19,4,3811.22,1,Loyal Customers,3.847604463888994,4159.724896408627
12598,10,11,4534.09,1,Loyal Customers,4.869821862385348,1995.9356840813373
12599,29,13,2296.72,1,Loyal Customers,7.0778598794352225,997.583205226609
12600,29,21,5043.92,1,Loyal Customers,9.342985756809048,2076.597496231875
12601,190,6,681.26,1,Loyal Customers,3.6395600030850797,405.4830173298395
12602,59,1,153.12,0,Lost / Inactive,0.0,0.0
12603,22,1,739.1999999999999,1,Loyal Customers,0.0,0.0
12604,79,2,254.18,1,Loyal Customers,1.6093865011020485,143.42786639247888
12605,376,4,1232.95,0,Lost / Inactive,0.8504492546815466,273.00400650526717
12606,682,1,21.0,0,Lost / Inactive,0.31182126620486444,0.0
12607,60,1,1579.51,1,Loyal Customers,0.0,0.0
12608,405,1,415.79,0,Lost / Inactive,0.0,0.0
12609,78,9,3435.86,1,Loyal Customers,3.9360965435616513,1447.2366826792706
12610,23,5,2099.54,1,Loyal Customers,8.488455192337291,2376.5206167372453
12611,52,1,1193.32,1,Loyal Customers,0.0,0.0
12612,74,1,704.04,1,Loyal Customers,0.0,0.0
12613,57,10,6835.07,1,Loyal Customers,3.4637353335769894,2577.522761623064
12614,278,1,315.6,0,Lost / Inactive,0.0,0.0
12615,2,8,5740.9800000000005,1,Loyal Customers,3.428052143795366,2499.542097763216
12616,95,3,1131.1,1,Loyal Customers,1.994913645608941,725.647197886634
12617,29,1,355.53000000000003,1,Loyal Customers,0.0,0.0
12618,22,1,177.31,1,Loyal Customers,0.0,0.0
12619,16,10,3781.38,1,Loyal Customers,5.545600575557243,2119.77031144165
12620,15,3,1339.41,1,Loyal Customers,3.405821922129479,1350.5059050798252
12621,2,35,24775.81,1,Loyal Customers,15.617882557918175,11489.33402718471
12622,232,1,180.1,0,Lost / Inactive,0.0,0.0
12623,276,7,3747.84,1,Loyal Customers,2.7037461115023373,932.9397696040421
12624,106,2,641.13,1,Loyal Customers,2.012546149865384,779.5108723415491
12625,212,4,5164.88,1,Loyal Customers,1.8583044870527603,2556.6461226120055
12626,23,9,6620.4800000000005,1,Loyal Customers,7.88597309856031,5156.89271168036
12627,11,7,4478.53,1,Loyal Customers,11.46320044578813,6767.6278365104645
12628,4,3,786.46,1,Loyal Customers,7.044100599945346,1632.2644729496549
12629,386,2,1558.22,0,Lost / Inactive,0.5920546550315873,570.0395357933605
12630,10,2,1270.88,1,Loyal Customers,4.918989523405856,3165.427056583445
12631,57,6,3481.57,1,Loyal Customers,2.1792996229272847,1448.6005215055504
12632,521,2,804.88,0,Lost / Inactive,0.3850864151535838,179.0848115042242
12633,59,7,5678.16,1,Loyal Customers,4.006211302488909,2205.930875661883
12634,536,2,490.0,0,Lost / Inactive,0.2795139375084443,41.949497513173675
12635,90,4,2930.41,1,Loyal Customers,2.4388368441235477,1760.3705959789788
12636,739,1,141.0,0,Lost / Inactive,0.29040782504209084,0.0
12637,67,12,8340.31,1,Loyal Customers,6.227874866400649,4485.556111031406
12638,33,2,921.49,1,Loyal Customers,0.7799029957594663,591.3070913673704
12639,239,3,1312.37,1,Loyal Customers,1.26943102814076,684.1597232742585
12640,24,3,1174.58,1,Loyal Customers,6.145515461579094,1290.367085273172
12641,115,1,185.9,0,Lost / Inactive,0.0,0.0
12642,25,3,1013.26,1,Loyal Customers,5.237779587204638,1729.245985120973
12643,128,12,8350.42,1,Loyal Customers,5.448391601793909,3151.528708748138
12644,130,4,1918.49,1,Loyal Customers,1.6798954739111138,688.1453451628538
12645,34,8,3539.3,1,Loyal Customers,3.7404754548467563,1607.5006248706682
12646,5,2,1346.97,1,Loyal Customers,4.696493152033255,3265.8958947210267
12647,22,36,17924.35,1,Loyal Customers,15.030718959341732,7465.344374722117
12648,155,4,1112.0,1,Loyal Customers,1.6561145312233674,493.74422902804486
12649,107,8,2294.65,1,Loyal Customers,3.092721934801802,978.8241021656205
12650,3,1,314.44,1,Loyal Customers,0.0,0.0
12651,335,4,377.75,0,Lost / Inactive,1.4562227556036134,134.76992272985885
12652,331,2,1017.03,0,Lost / Inactive,0.8043781282439727,834.1752883303681
12653,149,3,4160.83,1,Loyal Customers,1.5215436907807305,1708.531474257702
12654,11,5,601.98,1,Loyal Customers,3.570579865185288,513.7785823023447
12655,424,1,261.35,0,Lost / Inactive,0.0,0.0
12656,17,8,6407.83,1,Loyal Customers,4.373729412958744,3242.181624816209
12657,11,4,1643.18,1,Loyal Customers,6.335270658511524,3307.039139344325
12658,19,1,686.05,1,Loyal Customers,0.0,0.0
12659,30,1,91.68,0,Lost / Inactive,0.0,0.0
12660,11,1,245.1,1,Loyal Customers,0.0,0.0
12661,436,1,162.0,0,Lost / Inactive,0.0,0.0
12662,1,20,6988.02,1,Loyal Customers,9.874515636265535,3340.103267263833
12663,625,2,239.4,0,Lost / Inactive,0.2826699179794018,28.34719437078961
12664,8,11,6070.04,1,Loyal Customers,4.851598541790524,2524.5984360535967
12665,325,3,313.6,0,Lost / Inactive,1.1468823391014047,86.38050929540756
12666,394,1,1248.42,0,Lost / Inactive,0.0,0.0
12667,58,1,620.13,1,Loyal Customers,0.0,0.0
12668,12,10,11444.68,1,Loyal Customers,4.680118799062612,4756.967079324856
12669,151,3,2744.03,1,Loyal Customers,2.5517007047864686,2086.352912130997
12670,10,7,3760.29,1,Loyal Customers,3.262974693246723,1834.3796955647545
12671,606,1,2622.481,0,Lost / Inactive,0.34651743984188726,0.0
12672,330,2,437.05,0,Lost / Inactive,0.724497702957258,186.72990779420405
12673,5,3,1230.02,1,Loyal Customers,1.9863883847057482,618.9620934165545
12674,39,4,1970.6,1,Loyal Customers,4.657591731627256,2118.201840465263
12675,554,2,958.5,0,Lost / Inactive,0.2992185427773361,5.519771797439912
12676,25,11,2843.09,1,Loyal Customers,5.65122245651284,1525.8200692332625
12677,555,2,395.1,0,Lost / Inactive,0.4450005408409184,103.94867791831992
12678,42,21,34281.18,1,Loyal Customers,8.284291871940555,14651.017041089102
12679,59,4,1113.02,1,Loyal Customers,3.637574461951859,384.63591648699673
12680,1,4,880.81,1,Loyal Customers,7.172883427638459,1346.690878306869
12681,15,45,30868.28,1,Loyal Customers,19.495615141688283,12878.418353195577
12682,4,52,24033.91,1,Loyal Customers,21.48505999740986,10025.022495255818
12683,4,21,12696.78,1,Loyal Customers,7.602999552910166,5531.715973294867
12684,8,7,2283.63,1,Loyal Customers,8.497816717817301,2428.625244203446
12685,28,6,2863.08,1,Loyal Customers,12.345338887206307,5491.027863491581
12686,372,1,178.28,0,Lost / Inactive,0.0,0.0
12687,481,2,2138.91,0,Lost / Inactive,0.0,0.0
12688,114,1,4873.81,1,Loyal Customers,0.0,0.0
12689,26,2,1247.61,1,Loyal Customers,2.771690257050819,2304.592938540393
12690,206,1,389.01,0,Lost / Inactive,0.0,0.0
12691,28,7,1170.4,1,Loyal Customers,4.885959795263914,807.033406850694
12692,637,1,110.95,0,Lost / Inactive,0.33146995750232716,0.0
12693,127,7,1703.02,1,Loyal Customers,3.925597263505628,703.1760833303814
12694,70,3,1843.35,1,Loyal Customers,1.8796683892826096,832.8228215671725
12695,7,7,1407.12,1,Loyal Customers,3.2682243382238325,476.234251172404
12696,435,2,851.91,0,Lost / Inactive,0.5677179518056338,343.1884796176641
12697,29,3,957.59,1,Loyal Customers,3.8797819739691297,1123.7745803178832
12698,590,1,339.75,0,Lost / Inactive,0.35483341359457776,0.0
12699,418,1,638.11,0,Lost / Inactive,0.0,0.0
12700,8,4,4939.99,1,Loyal Customers,4.578074119117063,5778.808031305321
12701,80,6,2446.41,1,Loyal Customers,2.870633863201538,1047.737317200725
12702,20,1,219.0,1,Loyal Customers,0.0,0.0
12703,71,4,1006.53,1,Loyal Customers,1.718221568207139,254.84599062848542
12704,7,8,2340.84,1,Loyal Customers,10.072751392758596,3225.948052235914
12705,15,14,11762.1,1,Loyal Customers,7.003263651692584,6119.655920161164
12707,292,1,603.42,0,Lost / Inactive,0.0,0.0
12708,30,18,5314.1,1,Loyal Customers,8.092518447553356,2275.454329387232
12709,15,34,31093.34,1,Loyal Customers,13.023254950699384,12748.76490219546
12710,97,3,1149.02,1,Loyal Customers,3.2431333736849592,713.8084636476254
12711,612,2,1339.05,0,Lost / Inactive,0.3327464214003595,296.37742465939914
12712,29,21,7193.66,1,Loyal Customers,9.366256736038194,3000.6755500555664
12713,1,1,848.55,1,Loyal Customers,0.0,0.0
12714,9,12,14093.71,1,Loyal Customers,5.250148234793484,6020.845643055751
12715,106,1,353.86,1,Loyal Customers,0.0,0.0
12716,4,2,1053.49,1,Loyal Customers,2.735211275793893,1165.19776034518
12717,151,3,1308.91,1,Loyal Customers,1.3797684131477672,724.1741492235209
12718,71,1,238.25,1,Loyal Customers,0.0,0.0
12719,5,2,644.95,1,Loyal Customers,4.124861263118288,1691.5320686558262
12720,3,30,8260.67,1,Loyal Customers,15.578385853087667,4436.660951430211
12721,32,8,4013.08,1,Loyal Customers,5.097399040875582,2257.123539542951
12722,85,4,997.63,1,Loyal Customers,5.42035655265292,1240.8797356300752
12723,4,5,725.07,1,Loyal Customers,6.9954052597010365,1524.5339118555826
12724,5,7,2317.52,1,Loyal Customers,3.970806629120611,1103.9862010584202
12725,371,4,2694.56,1,Loyal Customers,1.4445572519554803,799.5819308093489
12726,28,11,4014.6,1,Loyal Customers,5.552691505826399,1902.1997179923198
12727,11,10,5679.53,1,Loyal Customers,4.325186027215294,2518.7444648286682
12728,71,5,1070.17,1,Loyal Customers,3.633252123478913,738.606332702719
12729,114,1,453.01,1,Loyal Customers,0.0,0.0
